limit_bal,gender,education,marriage,age,pay_0,bill_amt1,avg_bill,pay_amt1,payment,leak_prediction
240000.0,1.0,1,2.0,27.0,0.0,2961.0,3911.1666666666665,2000.0,0.0,0.0
440000.0,2.0,2,2.0,40.0,0.0,98496.0,100906.0,10000.0,0.0,0.0
60000.0,2.0,2,1.0,37.0,5.0,60480.0,58564.5,1001.0,0.0,1.0
380000.0,1.0,2,1.0,31.0,-1.0,6749.0,9001.833333333334,7959.0,0.0,0.0
30000.0,2.0,3,1.0,44.0,2.0,19608.0,20786.0,1700.0,1.0,1.0
120000.0,2.0,2,2.0,35.0,0.0,71708.0,58626.833333333336,3200.0,0.0,0.0
150000.0,1.0,1,2.0,29.0,-2.0,4583.0,5291.333333333333,6989.0,0.0,0.0
90000.0,1.0,2,2.0,28.0,0.0,43314.0,46827.5,2037.0,0.0,0.0
180000.0,2.0,2,1.0,34.0,0.0,25000.0,11919.5,0.0,0.0,0.0
10000.0,2.0,2,2.0,37.0,-1.0,7841.0,5189.833333333333,1157.0,0.0,0.0
20000.0,1.0,2,2.0,24.0,2.0,15166.0,16502.833333333332,0.0,1.0,1.0
80000.0,2.0,3,1.0,41.0,2.0,57754.0,59832.5,0.0,1.0,1.0
610000.0,1.0,2,1.0,30.0,0.0,50724.0,14917.666666666666,2134.0,0.0,0.0
180000.0,2.0,3,2.0,27.0,1.0,0.0,1346.8333333333333,0.0,0.0,1.0
50000.0,1.0,3,1.0,53.0,1.0,0.0,529.1666666666666,484.0,1.0,1.0
130000.0,1.0,1,2.0,30.0,0.0,130705.0,128817.66666666667,6500.0,1.0,0.0
160000.0,1.0,1,2.0,26.0,0.0,135233.0,60716.0,5600.0,0.0,0.0
200000.0,1.0,1,2.0,29.0,0.0,137218.0,151336.0,6808.0,0.0,0.0
20000.0,1.0,1,2.0,29.0,0.0,14897.0,17280.833333333332,3170.0,0.0,1.0
50000.0,2.0,2,2.0,56.0,0.0,47060.0,33463.166666666664,2180.0,0.0,1.0
30000.0,2.0,2,1.0,46.0,1.0,27882.0,29918.166666666668,1800.0,1.0,1.0
140000.0,1.0,2,1.0,29.0,0.0,130767.0,130739.66666666667,6696.0,0.0,0.0
160000.0,1.0,2,1.0,45.0,1.0,11569.0,12495.333333333334,0.0,0.0,1.0
410000.0,1.0,1,1.0,33.0,-1.0,3244.0,2661.0,8339.0,0.0,0.0
320000.0,2.0,1,2.0,30.0,0.0,8144.0,7661.333333333333,7500.0,0.0,0.0
50000.0,2.0,2,1.0,36.0,0.0,47404.0,47731.833333333336,2148.0,0.0,1.0
110000.0,1.0,2,2.0,29.0,0.0,107221.0,110667.83333333333,4000.0,0.0,0.0
530000.0,2.0,3,1.0,50.0,0.0,219884.0,208974.16666666666,10000.0,0.0,0.0
80000.0,2.0,2,2.0,40.0,0.0,46982.0,30536.166666666668,1728.0,1.0,0.0
190000.0,2.0,1,2.0,26.0,2.0,204297.0,127561.16666666667,6355.0,1.0,1.0
500000.0,1.0,2,1.0,58.0,-1.0,4101.0,6900.666666666667,11155.0,0.0,0.0
270000.0,2.0,3,2.0,30.0,1.0,0.0,1943.1666666666667,2900.0,0.0,1.0
20000.0,2.0,2,2.0,26.0,2.0,17368.0,17521.666666666668,0.0,0.0,1.0
90000.0,1.0,2,1.0,39.0,0.0,27764.0,26147.0,1500.0,1.0,1.0
10000.0,1.0,2,2.0,44.0,1.0,6898.0,4583.833333333333,1019.0,0.0,1.0
320000.0,2.0,2,1.0,36.0,0.0,4062.0,5028.166666666667,1155.0,0.0,0.0
190000.0,2.0,1,1.0,33.0,0.0,42740.0,17516.833333333332,10000.0,0.0,0.0
380000.0,1.0,1,1.0,39.0,-1.0,6347.0,8782.833333333334,0.0,1.0,0.0
180000.0,1.0,2,2.0,30.0,0.0,145563.0,141059.33333333334,10035.0,0.0,0.0
360000.0,2.0,1,2.0,33.0,-1.0,898.0,2078.5,11573.0,0.0,0.0
150000.0,1.0,2,1.0,30.0,1.0,40496.0,11479.666666666666,1000.0,0.0,1.0
50000.0,2.0,1,1.0,57.0,1.0,45608.0,41096.166666666664,0.0,1.0,1.0
50000.0,1.0,2,2.0,39.0,1.0,39966.0,38097.666666666664,0.0,0.0,1.0
50000.0,1.0,3,1.0,51.0,0.0,42257.0,42163.833333333336,3000.0,0.0,1.0
340000.0,2.0,2,2.0,30.0,0.0,47664.0,24461.666666666668,2000.0,0.0,0.0
320000.0,1.0,1,2.0,26.0,-1.0,111710.0,25039.333333333332,1267.0,0.0,0.0
230000.0,2.0,1,2.0,42.0,-1.0,326.0,644.0,326.0,0.0,0.0
120000.0,2.0,1,2.0,31.0,-1.0,643.0,3662.5,586.0,0.0,0.0
30000.0,1.0,1,2.0,34.0,1.0,26921.0,24064.5,1700.0,0.0,1.0
240000.0,1.0,1,2.0,34.0,-1.0,21027.0,13626.166666666666,27994.0,0.0,0.0
240000.0,2.0,2,1.0,32.0,1.0,0.0,761.8333333333334,0.0,0.0,1.0
210000.0,1.0,1,2.0,30.0,0.0,99342.0,100758.16666666667,4900.0,0.0,0.0
20000.0,1.0,3,2.0,24.0,1.0,17231.0,16345.666666666666,0.0,0.0,1.0
20000.0,2.0,2,1.0,42.0,0.0,16560.0,18259.166666666668,1293.0,1.0,1.0
110000.0,2.0,1,2.0,25.0,1.0,4382.0,3183.3333333333335,5.0,0.0,1.0
130000.0,1.0,2,1.0,39.0,0.0,88014.0,90518.66666666667,3245.0,0.0,1.0
80000.0,2.0,2,1.0,28.0,0.0,77857.0,77770.0,4000.0,0.0,0.0
20000.0,1.0,2,1.0,36.0,1.0,12564.0,12957.666666666666,0.0,1.0,1.0
10000.0,1.0,1,1.0,38.0,-1.0,4711.0,8989.833333333334,5000.0,1.0,0.0
180000.0,1.0,2,1.0,37.0,-1.0,5480.0,12200.166666666666,11850.0,0.0,0.0
280000.0,2.0,2,2.0,29.0,0.0,140888.0,85674.83333333333,5040.0,0.0,0.0
220000.0,1.0,1,2.0,29.0,2.0,124820.0,92154.16666666667,6300.0,1.0,1.0
260000.0,1.0,2,1.0,42.0,3.0,215521.0,213203.0,0.0,1.0,1.0
30000.0,1.0,2,1.0,40.0,1.0,15526.0,9056.833333333334,0.0,0.0,1.0
50000.0,2.0,2,1.0,29.0,-2.0,21523.0,15407.166666666666,19505.0,0.0,0.0
150000.0,2.0,3,2.0,47.0,0.0,153720.0,152144.5,7000.0,0.0,0.0
160000.0,1.0,3,2.0,38.0,0.0,47269.0,48212.166666666664,2767.0,0.0,0.0
20000.0,1.0,2,2.0,26.0,1.0,0.0,5123.833333333333,132.0,0.0,1.0
280000.0,1.0,1,1.0,42.0,0.0,18958.0,114241.33333333333,2676.0,0.0,1.0
50000.0,1.0,2,2.0,24.0,0.0,6716.0,8364.666666666666,1290.0,0.0,1.0
300000.0,2.0,1,2.0,43.0,1.0,1352.0,798.5,2380.0,0.0,1.0
230000.0,1.0,2,1.0,31.0,0.0,60528.0,27726.333333333332,5000.0,0.0,0.0
60000.0,1.0,3,2.0,27.0,0.0,37170.0,21681.333333333332,2000.0,0.0,0.0
190000.0,1.0,3,1.0,29.0,-2.0,51632.0,10656.833333333334,1000.0,0.0,0.0
60000.0,1.0,2,2.0,43.0,1.0,0.0,130.0,0.0,0.0,1.0
100000.0,2.0,2,2.0,25.0,2.0,88420.0,80360.16666666667,3600.0,1.0,1.0
30000.0,2.0,2,1.0,45.0,0.0,17166.0,19927.0,2000.0,0.0,1.0
200000.0,2.0,2,2.0,30.0,6.0,71310.0,66838.66666666667,0.0,1.0,1.0
30000.0,1.0,1,3.0,27.0,0.0,25107.0,26987.0,2000.0,0.0,1.0
130000.0,1.0,2,2.0,25.0,0.0,126454.0,73378.0,4252.0,0.0,0.0
120000.0,1.0,2,2.0,29.0,0.0,60098.0,43342.333333333336,2000.0,0.0,0.0
160000.0,2.0,2,2.0,35.0,1.0,-200.0,961.8333333333334,0.0,0.0,1.0
20000.0,2.0,2,2.0,23.0,0.0,17772.0,15238.333333333334,1877.0,0.0,0.0
30000.0,2.0,2,2.0,24.0,2.0,26133.0,28540.5,3526.0,0.0,1.0
70000.0,2.0,2,2.0,23.0,0.0,65026.0,33037.666666666664,4000.0,0.0,0.0
80000.0,1.0,3,2.0,25.0,0.0,78230.0,46925.833333333336,2289.0,0.0,0.0
80000.0,2.0,2,2.0,23.0,0.0,6085.0,3539.5,1128.0,0.0,0.0
100000.0,1.0,2,2.0,50.0,0.0,104466.0,80081.66666666667,4000.0,0.0,0.0
570000.0,1.0,1,2.0,31.0,0.0,26775.0,31557.833333333332,15004.0,0.0,0.0
170000.0,1.0,1,1.0,45.0,2.0,360.0,445.0,360.0,0.0,1.0
50000.0,2.0,2,2.0,25.0,1.0,0.0,2409.8333333333335,870.0,0.0,1.0
310000.0,2.0,1,2.0,39.0,0.0,300500.0,258034.16666666666,11027.0,0.0,0.0
140000.0,1.0,1,2.0,27.0,0.0,19484.0,13500.833333333334,2000.0,1.0,0.0
200000.0,2.0,2,2.0,29.0,0.0,69412.0,62501.666666666664,4012.0,0.0,0.0
300000.0,2.0,2,2.0,26.0,0.0,11342.0,8032.833333333333,9670.0,1.0,0.0
300000.0,2.0,1,2.0,26.0,0.0,296186.0,268831.3333333333,20006.0,0.0,0.0
140000.0,1.0,2,2.0,55.0,0.0,162452.0,128301.66666666667,5000.0,0.0,0.0
560000.0,1.0,1,1.0,47.0,-1.0,10501.0,54943.166666666664,69803.0,0.0,0.0
200000.0,1.0,1,1.0,46.0,1.0,73537.0,79459.0,0.0,1.0,1.0
230000.0,2.0,3,1.0,31.0,0.0,184444.0,176858.83333333334,7016.0,0.0,0.0
200000.0,1.0,1,1.0,36.0,0.0,2346.0,4920.333333333333,2500.0,1.0,1.0
160000.0,1.0,2,2.0,34.0,2.0,73820.0,76765.66666666667,0.0,1.0,1.0
220000.0,1.0,1,2.0,29.0,0.0,216096.0,180092.0,10110.0,0.0,0.0
60000.0,1.0,3,2.0,25.0,0.0,59817.0,38750.166666666664,3000.0,0.0,0.0
390000.0,2.0,2,1.0,43.0,2.0,78658.0,46204.5,4514.0,1.0,1.0
280000.0,2.0,1,2.0,39.0,-2.0,1863.0,753.5,872.0,0.0,0.0
80000.0,1.0,1,1.0,60.0,0.0,53315.0,25192.5,3300.0,0.0,1.0
360000.0,1.0,2,1.0,34.0,0.0,31580.0,33755.166666666664,1549.0,0.0,0.0
20000.0,2.0,2,2.0,21.0,0.0,18770.0,19099.333333333332,1400.0,0.0,0.0
500000.0,2.0,2,1.0,31.0,-1.0,2181.0,28528.166666666668,5700.0,0.0,0.0
90000.0,2.0,1,2.0,23.0,-1.0,316.0,3267.0,3066.0,0.0,0.0
30000.0,2.0,1,1.0,33.0,0.0,27729.0,28614.0,1500.0,0.0,1.0
390000.0,1.0,1,2.0,47.0,1.0,0.0,647.1666666666666,3760.0,0.0,1.0
360000.0,1.0,1,1.0,32.0,1.0,0.0,-1.6666666666666667,0.0,1.0,1.0
10000.0,2.0,2,2.0,32.0,0.0,9463.0,9790.166666666666,1165.0,0.0,1.0
150000.0,2.0,1,1.0,32.0,1.0,0.0,0.0,0.0,0.0,1.0
40000.0,2.0,2,2.0,27.0,0.0,29009.0,35177.666666666664,9000.0,0.0,0.0
210000.0,2.0,4,2.0,29.0,0.0,67931.0,65453.666666666664,12411.0,0.0,0.0
50000.0,2.0,2,1.0,41.0,0.0,46965.0,30450.0,1650.0,0.0,1.0
10000.0,1.0,2,2.0,23.0,0.0,7886.0,8175.5,1500.0,1.0,1.0
310000.0,2.0,2,2.0,26.0,0.0,40604.0,44640.833333333336,3000.0,0.0,0.0
50000.0,1.0,1,2.0,34.0,0.0,43796.0,24699.833333333332,2100.0,0.0,1.0
150000.0,2.0,1,1.0,37.0,-1.0,4787.0,1762.5,1054.0,0.0,0.0
50000.0,1.0,3,1.0,48.0,0.0,11839.0,13853.0,1600.0,1.0,1.0
250000.0,2.0,1,2.0,30.0,0.0,77245.0,83661.83333333333,8722.0,0.0,0.0
30000.0,2.0,3,1.0,46.0,2.0,22352.0,23947.833333333332,1700.0,1.0,1.0
30000.0,1.0,1,1.0,32.0,0.0,22541.0,21172.0,1338.0,1.0,1.0
30000.0,2.0,3,1.0,50.0,2.0,30615.0,28052.0,0.0,1.0,1.0
20000.0,2.0,2,1.0,44.0,8.0,16942.0,16170.166666666666,0.0,1.0,1.0
30000.0,2.0,1,2.0,24.0,0.0,17615.0,19358.333333333332,1310.0,0.0,1.0
300000.0,1.0,1,1.0,45.0,-1.0,999.0,4221.666666666667,0.0,1.0,0.0
90000.0,1.0,2,1.0,28.0,0.0,5580.0,930.0,0.0,0.0,1.0
30000.0,1.0,2,2.0,24.0,0.0,25063.0,16356.333333333334,1545.0,0.0,1.0
200000.0,2.0,2,1.0,51.0,0.0,128208.0,136296.66666666666,5000.0,1.0,0.0
180000.0,2.0,2,2.0,29.0,0.0,100534.0,115483.5,5364.0,0.0,0.0
70000.0,2.0,2,2.0,26.0,0.0,50680.0,30469.0,2000.0,0.0,0.0
230000.0,2.0,2,2.0,29.0,-2.0,0.0,309.6666666666667,0.0,0.0,0.0
240000.0,2.0,1,1.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0
190000.0,2.0,3,1.0,41.0,-1.0,2665.0,2413.6666666666665,0.0,0.0,0.0
80000.0,2.0,1,1.0,29.0,-2.0,4225.0,5963.5,20000.0,0.0,0.0
300000.0,2.0,2,1.0,34.0,0.0,86116.0,67276.0,3894.0,0.0,0.0
220000.0,2.0,1,1.0,36.0,0.0,210475.0,206001.5,9639.0,0.0,0.0
340000.0,1.0,2,1.0,31.0,0.0,63098.0,71112.66666666667,2338.0,1.0,0.0
480000.0,2.0,1,2.0,57.0,-1.0,7066.0,23415.333333333332,6378.0,0.0,0.0
60000.0,2.0,1,1.0,25.0,0.0,45575.0,28653.0,1432.0,0.0,1.0
200000.0,1.0,2,1.0,28.0,-1.0,11445.0,10931.833333333334,5013.0,0.0,0.0
20000.0,1.0,2,1.0,53.0,0.0,19646.0,9889.166666666666,3000.0,0.0,1.0
110000.0,2.0,3,2.0,46.0,0.0,45846.0,39862.333333333336,2000.0,0.0,0.0
470000.0,2.0,2,2.0,32.0,0.0,491428.0,381456.6666666667,300000.0,1.0,0.0
200000.0,1.0,2,1.0,42.0,-1.0,748.0,10141.666666666666,49007.0,0.0,0.0
130000.0,1.0,1,2.0,30.0,0.0,16757.0,21274.0,5000.0,0.0,0.0
80000.0,1.0,1,1.0,46.0,0.0,78861.0,48664.833333333336,2435.0,0.0,1.0
120000.0,2.0,2,1.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0
180000.0,1.0,1,2.0,27.0,0.0,29735.0,26942.333333333332,19000.0,0.0,0.0
400000.0,1.0,2,1.0,42.0,0.0,286710.0,251506.0,11011.0,0.0,0.0
150000.0,1.0,3,1.0,43.0,0.0,150797.0,63063.666666666664,3008.0,0.0,0.0
640000.0,2.0,3,2.0,34.0,0.0,105423.0,81786.66666666667,51644.0,0.0,0.0
500000.0,1.0,1,1.0,32.0,1.0,48169.0,57378.0,20000.0,0.0,0.0
70000.0,2.0,1,2.0,26.0,1.0,28106.0,31102.333333333332,3100.0,1.0,1.0
100000.0,2.0,1,2.0,24.0,-1.0,1331.0,739.5,0.0,0.0,0.0
80000.0,2.0,3,1.0,42.0,-2.0,0.0,0.0,0.0,0.0,0.0
120000.0,2.0,2,1.0,30.0,0.0,84094.0,87382.33333333333,3081.0,0.0,0.0
210000.0,2.0,1,2.0,31.0,0.0,40167.0,43399.0,2000.0,0.0,0.0
50000.0,2.0,1,2.0,25.0,-1.0,13572.0,9625.833333333334,5000.0,0.0,0.0
50000.0,2.0,2,1.0,45.0,0.0,46188.0,16481.166666666668,1261.0,0.0,1.0
260000.0,1.0,2,1.0,35.0,-2.0,-48.0,1654.6666666666667,4261.0,0.0,0.0
20000.0,1.0,2,2.0,22.0,1.0,-50.0,40.0,0.0,0.0,1.0
30000.0,1.0,2,1.0,40.0,2.0,38001.0,32092.0,0.0,0.0,1.0
310000.0,2.0,2,1.0,29.0,0.0,182202.0,125862.83333333333,5118.0,0.0,0.0
100000.0,1.0,1,2.0,34.0,-1.0,43128.0,17722.333333333332,6200.0,0.0,0.0
300000.0,2.0,1,1.0,38.0,-2.0,390.0,65.0,0.0,0.0,0.0
30000.0,1.0,3,1.0,47.0,0.0,27609.0,19795.666666666668,3630.0,0.0,1.0
320000.0,1.0,2,2.0,34.0,0.0,173742.0,88424.33333333333,8100.0,0.0,0.0
120000.0,2.0,1,2.0,32.0,0.0,81878.0,78949.0,3014.0,0.0,0.0
80000.0,1.0,2,2.0,24.0,0.0,26170.0,26498.0,1414.0,1.0,0.0
20000.0,1.0,3,1.0,50.0,2.0,15089.0,17499.833333333332,2200.0,1.0,1.0
380000.0,1.0,1,1.0,53.0,-2.0,360.0,420.0,360.0,0.0,0.0
180000.0,2.0,1,2.0,30.0,0.0,173094.0,148326.5,7000.0,0.0,0.0
50000.0,1.0,2,2.0,27.0,0.0,26380.0,8669.833333333334,1000.0,0.0,1.0
280000.0,1.0,1,2.0,33.0,-2.0,0.0,0.0,0.0,0.0,0.0
30000.0,2.0,3,2.0,47.0,0.0,25262.0,11919.5,1518.0,0.0,1.0
100000.0,1.0,2,2.0,25.0,2.0,97614.0,24682.0,3000.0,1.0,1.0
30000.0,1.0,1,2.0,45.0,0.0,27990.0,16898.166666666668,1850.0,0.0,1.0
160000.0,2.0,2,2.0,30.0,0.0,124178.0,106415.33333333333,4507.0,0.0,0.0
210000.0,1.0,1,1.0,42.0,-1.0,2295.0,4753.666666666667,6090.0,0.0,0.0
10000.0,1.0,1,2.0,30.0,0.0,7930.0,7697.5,1200.0,0.0,1.0
420000.0,2.0,2,2.0,36.0,-1.0,3581.0,23516.166666666668,16647.0,0.0,0.0
400000.0,2.0,1,1.0,37.0,-2.0,-151.0,64979.666666666664,78130.0,0.0,0.0
70000.0,2.0,1,2.0,29.0,0.0,62870.0,65707.16666666667,2134.0,0.0,0.0
110000.0,1.0,2,2.0,31.0,0.0,61050.0,55458.666666666664,2600.0,0.0,0.0
300000.0,1.0,1,1.0,54.0,0.0,234589.0,39098.166666666664,0.0,0.0,0.0
120000.0,2.0,1,2.0,27.0,-1.0,22027.0,53777.5,35000.0,0.0,0.0
180000.0,1.0,1,2.0,27.0,0.0,13895.0,14191.333333333334,5000.0,0.0,0.0
400000.0,1.0,1,1.0,46.0,0.0,31864.0,80599.5,4237.0,0.0,0.0
100000.0,1.0,1,1.0,44.0,0.0,37222.0,40325.0,2000.0,0.0,1.0
220000.0,2.0,2,1.0,32.0,-2.0,183718.0,177506.5,6243.0,1.0,0.0
220000.0,2.0,2,1.0,43.0,-1.0,316.0,551.1666666666666,316.0,0.0,0.0
140000.0,2.0,2,1.0,27.0,0.0,126771.0,115677.66666666667,10000.0,0.0,0.0
90000.0,2.0,2,1.0,51.0,0.0,112577.0,96961.66666666667,4000.0,1.0,1.0
30000.0,2.0,1,2.0,23.0,0.0,29292.0,29522.666666666668,1804.0,0.0,0.0
240000.0,2.0,1,2.0,28.0,0.0,2276.0,1403.0,1000.0,0.0,0.0
110000.0,2.0,1,1.0,37.0,0.0,106658.0,109293.16666666667,10800.0,0.0,0.0
60000.0,2.0,1,2.0,24.0,2.0,37356.0,42637.333333333336,5200.0,1.0,1.0
20000.0,1.0,2,2.0,26.0,1.0,13242.0,12603.333333333334,0.0,1.0,1.0
180000.0,1.0,2,1.0,53.0,0.0,173481.0,177496.83333333334,7900.0,1.0,0.0
130000.0,2.0,2,2.0,26.0,0.0,84133.0,54101.0,2758.0,0.0,0.0
130000.0,2.0,3,1.0,36.0,0.0,42553.0,44621.166666666664,1740.0,0.0,0.0
70000.0,1.0,1,2.0,26.0,2.0,50587.0,47420.166666666664,2214.0,0.0,1.0
10000.0,1.0,2,1.0,42.0,-1.0,9860.0,9610.333333333334,0.0,1.0,0.0
50000.0,2.0,1,2.0,24.0,-2.0,894.0,319.0,1020.0,0.0,0.0
190000.0,2.0,1,1.0,31.0,-1.0,8121.0,4523.0,0.0,0.0,0.0
60000.0,1.0,2,2.0,36.0,0.0,59219.0,48430.333333333336,3083.0,0.0,1.0
20000.0,1.0,1,2.0,25.0,1.0,17147.0,18816.5,3000.0,1.0,1.0
80000.0,2.0,2,2.0,42.0,2.0,73981.0,78161.0,9625.0,1.0,1.0
500000.0,2.0,1,1.0,51.0,-1.0,5255.0,48803.5,86992.0,0.0,0.0
220000.0,1.0,3,1.0,52.0,1.0,-4300.0,-4913.333333333333,0.0,0.0,1.0
230000.0,2.0,2,1.0,36.0,-2.0,3786.0,2459.1666666666665,2914.0,0.0,0.0
20000.0,1.0,2,2.0,25.0,2.0,15522.0,16700.0,1500.0,0.0,1.0
50000.0,1.0,2,2.0,39.0,0.0,48803.0,23102.0,1487.0,1.0,1.0
120000.0,2.0,1,2.0,29.0,0.0,110488.0,95048.5,4000.0,0.0,0.0
130000.0,2.0,2,2.0,34.0,0.0,99593.0,102563.83333333333,4050.0,1.0,0.0
230000.0,2.0,1,2.0,26.0,2.0,363.0,999.6666666666666,363.0,0.0,1.0
350000.0,1.0,1,2.0,32.0,0.0,92134.0,107524.0,30000.0,0.0,0.0
300000.0,2.0,1,2.0,38.0,-2.0,13548.0,5822.833333333333,2060.0,0.0,0.0
70000.0,2.0,2,2.0,55.0,0.0,67572.0,53805.833333333336,2124.0,0.0,1.0
280000.0,1.0,1,2.0,33.0,0.0,281604.0,234220.33333333334,10000.0,0.0,0.0
60000.0,2.0,2,1.0,25.0,0.0,20636.0,22396.833333333332,1369.0,1.0,1.0
310000.0,1.0,2,2.0,42.0,0.0,169749.0,178607.5,7000.0,1.0,0.0
290000.0,1.0,3,2.0,34.0,0.0,5451.0,98480.33333333333,1200.0,1.0,0.0
180000.0,1.0,1,1.0,35.0,1.0,133424.0,137312.0,5000.0,1.0,1.0
340000.0,2.0,1,2.0,43.0,1.0,-212.0,-212.0,0.0,0.0,1.0
360000.0,2.0,1,2.0,29.0,-2.0,5041.0,4750.333333333333,2500.0,0.0,0.0
180000.0,2.0,1,1.0,33.0,-1.0,996.0,2027.0,1503.0,1.0,0.0
30000.0,2.0,3,1.0,48.0,0.0,25615.0,28308.5,1751.0,0.0,1.0
100000.0,1.0,1,2.0,32.0,0.0,26127.0,25961.333333333332,2000.0,0.0,1.0
180000.0,1.0,2,1.0,42.0,0.0,87815.0,68984.5,3800.0,0.0,0.0
210000.0,2.0,1,2.0,31.0,2.0,131297.0,122001.16666666667,9735.0,1.0,1.0
180000.0,2.0,2,1.0,36.0,0.0,111190.0,117279.33333333333,6000.0,0.0,0.0
60000.0,2.0,3,3.0,48.0,0.0,53116.0,33843.166666666664,3689.0,0.0,0.0
500000.0,1.0,1,2.0,30.0,0.0,192257.0,343957.8333333333,40000.0,0.0,0.0
200000.0,2.0,2,1.0,37.0,0.0,5766.0,8349.5,1274.0,0.0,0.0
610000.0,2.0,2,1.0,39.0,0.0,145143.0,114160.0,5002.0,0.0,0.0
50000.0,1.0,2,2.0,29.0,0.0,47373.0,28523.0,2000.0,0.0,0.0
80000.0,2.0,4,2.0,25.0,0.0,6643.0,5701.5,3000.0,0.0,0.0
210000.0,1.0,1,2.0,38.0,0.0,103310.0,85313.66666666667,107651.0,0.0,0.0
50000.0,1.0,1,2.0,56.0,1.0,52108.0,29140.166666666668,52.0,0.0,1.0
360000.0,1.0,1,1.0,58.0,-1.0,5619.0,15696.0,15008.0,0.0,0.0
240000.0,1.0,2,2.0,30.0,-2.0,53812.0,11289.166666666666,2010.0,0.0,0.0
20000.0,1.0,3,1.0,56.0,0.0,10847.0,12799.5,1508.0,0.0,1.0
10000.0,1.0,1,2.0,22.0,0.0,2946.0,686.0,0.0,1.0,1.0
30000.0,2.0,2,2.0,23.0,2.0,30558.0,29218.166666666668,1500.0,1.0,1.0
360000.0,1.0,4,2.0,30.0,0.0,40250.0,24449.333333333332,23000.0,0.0,0.0
260000.0,1.0,1,2.0,29.0,0.0,52079.0,48607.333333333336,6000.0,0.0,0.0
100000.0,1.0,2,1.0,52.0,0.0,64358.0,51290.5,2416.0,0.0,1.0
500000.0,2.0,2,1.0,40.0,-1.0,2231.0,1243.6666666666667,0.0,0.0,0.0
70000.0,2.0,3,2.0,42.0,0.0,69470.0,49554.666666666664,3085.0,0.0,0.0
200000.0,2.0,1,1.0,38.0,-2.0,26344.0,4949.833333333333,0.0,0.0,0.0
230000.0,2.0,4,2.0,45.0,0.0,144407.0,151307.16666666666,5400.0,0.0,0.0
200000.0,1.0,2,2.0,36.0,-1.0,2989.0,11214.166666666666,0.0,0.0,0.0
110000.0,1.0,2,1.0,38.0,2.0,96898.0,96078.16666666667,4826.0,1.0,1.0
260000.0,2.0,1,2.0,33.0,0.0,6818.0,9151.0,1340.0,0.0,0.0
50000.0,2.0,3,3.0,55.0,-1.0,390.0,681.8333333333334,390.0,0.0,0.0
50000.0,1.0,2,2.0,44.0,0.0,49120.0,35031.333333333336,2504.0,0.0,1.0
80000.0,1.0,2,2.0,23.0,0.0,25992.0,4358.666666666667,1000.0,0.0,0.0
260000.0,1.0,1,2.0,29.0,-1.0,7168.0,3986.8333333333335,4497.0,0.0,0.0
80000.0,1.0,1,2.0,31.0,0.0,48783.0,41112.0,5000.0,0.0,1.0
80000.0,2.0,1,2.0,29.0,0.0,48164.0,52076.5,2000.0,0.0,0.0
200000.0,2.0,4,1.0,36.0,-1.0,2353.0,2413.3333333333335,3011.0,0.0,0.0
370000.0,2.0,2,2.0,29.0,4.0,390509.0,338393.0,0.0,1.0,1.0
60000.0,2.0,1,1.0,43.0,2.0,46806.0,49137.666666666664,2000.0,1.0,1.0
260000.0,1.0,1,2.0,29.0,1.0,56536.0,23381.0,778.0,0.0,1.0
30000.0,1.0,2,2.0,35.0,3.0,13461.0,11799.666666666666,1228.0,1.0,1.0
120000.0,1.0,2,2.0,32.0,1.0,60316.0,64034.333333333336,3000.0,1.0,1.0
130000.0,2.0,3,2.0,39.0,0.0,133825.0,131184.16666666666,7500.0,0.0,0.0
160000.0,2.0,3,1.0,38.0,-2.0,0.0,0.0,0.0,0.0,0.0
230000.0,2.0,2,2.0,31.0,-1.0,5070.0,14921.666666666666,4317.0,0.0,0.0
300000.0,2.0,1,2.0,26.0,0.0,293554.0,100955.5,7877.0,0.0,0.0
180000.0,2.0,2,2.0,29.0,-2.0,4000.0,5518.5,6028.0,0.0,0.0
80000.0,2.0,2,2.0,24.0,1.0,0.0,163.83333333333334,159.0,1.0,1.0
180000.0,2.0,4,1.0,30.0,0.0,107337.0,55845.833333333336,3735.0,0.0,0.0
50000.0,1.0,2,2.0,25.0,3.0,50516.0,24878.333333333332,9.0,1.0,1.0
10000.0,1.0,2,1.0,62.0,-2.0,2778.0,1448.8333333333333,1939.0,0.0,0.0
50000.0,1.0,2,2.0,46.0,-1.0,1540.0,6055.666666666667,26060.0,0.0,0.0
90000.0,2.0,1,1.0,31.0,1.0,8318.0,13595.666666666666,39.0,0.0,1.0
30000.0,2.0,3,2.0,29.0,2.0,23136.0,27309.833333333332,1744.0,1.0,1.0
180000.0,1.0,1,1.0,38.0,0.0,181302.0,181165.16666666666,6747.0,0.0,0.0
150000.0,2.0,2,1.0,38.0,0.0,140133.0,141429.5,6601.0,0.0,0.0
590000.0,1.0,1,1.0,63.0,0.0,630458.0,503890.0,28000.0,0.0,0.0
60000.0,1.0,2,1.0,39.0,0.0,59929.0,29395.0,2110.0,0.0,1.0
100000.0,1.0,2,2.0,27.0,2.0,63004.0,71499.5,5000.0,1.0,1.0
20000.0,2.0,2,2.0,25.0,-2.0,7666.0,6815.333333333333,6664.0,0.0,0.0
